module,minutes
account_qr_code_sepa,10
auth_password_policy_portal,10
base_install_request,10
crm_mail_plugin,10
hr_homeworking,26
hr_livechat,10
hr_presence,21
hr_work_entry_holidays,10
mrp_repair,10
mrp_subcontracting,15
mrp_subcontracting_account,10
mrp_subcontracting_repair,10
product_matrix,10
project_mail_plugin,10
project_sale_expense,10
purchase_product_matrix,20
purchase_requisition_sale,10
sale_project_stock,10
sale_timesheet_margin,10
