App;User Group;1;2;3;4;5;6;7;8
payment_buckaroo;base.group_user;0;0;0;0;0;0;0;0
payment_custom;base.group_user;3;3;3;3;3;3;3;3
payment_demo;base.group_user;36;36;36;36;36;36;36;36
payment_flutterwave;base.group_user;0;0;0;0;0;0;0;0
payment_mercado_pago;base.group_user;0;0;0;0;0;0;0;0
payment_mollie;base.group_user;0;0;0;0;0;0;0;0
payment_nuvei;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
payment_ogone;base.group_user;30;30;30;30;30;30;30;30
payment_paypal;base.group_user;73,5;73,5;73,5;73,5;73,5;73,5;73,5;73,5
payment_payulatam;base.group_user;48;48;48;48;48;48;48;48
payment_payumoney;base.group_user;48;48;48;48;48;48;48;48
payment_razorpay;base.group_user;4,5;4,5;4,5;4,5;4,5;4,5;4,5;4,5
payment_razorpay_oauth;base.group_user;0;0;0;0;0;0;0;0
payment_sips;base.group_user;0;0;0;0;0;0;0;0
payment_stripe;base.group_user;4,5;4,5;4,5;4,5;4,5;4,5;4,5;4,5
payment_worldline;base.group_user;210;210;210;210;210;210;210;210
payment_xendit;base.group_user;60;60;60;60;60;60;60;60
phone_validation;base.group_user;0;0;0;0;0;0;0;0
planning;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
point_of_sale;base.group_user;27,24;54,48;81,72;108,96;136,2;136,2;136,2;136,2
portal;base.group_user;0;0;0;0;0;0;0;0
portal_rating;base.group_user;0;0;0;0;0;0;0;0
pos_account_tax_python;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
pos_adyen;base.group_user;6;6;6;6;6;6;6;6
pos_cache;base.group_user;0;0;0;0;0;0;0;0
pos_daily_sales_reports;base.group_user;0;0;0;0;0;0;0;0
pos_discount;base.group_user;3;3;3;3;3;3;3;3
pos_epson_printer;base.group_user;12;24;36;48;60;60;60;60
pos_epson_printer_restaurant;base.group_user;0;0;0;0;0;0;0;0
pos_event;base.group_user;12,288;24,576;36,864;49,152;61,44;61,44;61,44;61,44
pos_hr;base.group_user;17,76;35,52;53,28;71,04;88,8;88,8;88,8;88,8
pos_hr_restaurant;base.group_user;11;22;33;33;33;33;33;33
pos_loyalty;base.group_user;34,5;34,5;34,5;34,5;34,5;34,5;34,5;34,5
pos_mercado_pago;base.group_user;0;0;0;0;0;0;0;0
pos_mercury;base.group_user;48;48;48;48;48;48;48;48
pos_mrp;base.group_user;11;22;33;33;33;33;33;33
pos_online_payment;base.group_user;0;0;0;0;0;0;0;0
pos_online_payment_self_order;base.group_user;0;0;0;0;0;0;0;0
pos_paytm;base.group_user;120;120;120;120;120;120;120;120
pos_pine_labs;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
pos_razorpay;base.group_user;135;135;135;135;135;135;135;135
pos_restaurant;base.group_user;49;98;147;147;147;147;147;147
pos_restaurant_adyen;base.group_user;0;0;0;0;0;0;0;0
pos_restaurant_loyalty;base.group_user;30;30;30;30;30;30;30;30
pos_restaurant_stripe;base.group_user;33;33;33;33;33;33;33;33
pos_sale;base.group_user;0,9;1,8;2,7;3,6;4,5;4,5;4,5;4,5
pos_sale_loyalty;base.group_user;33;33;33;33;33;33;33;33
pos_sale_margin;base.group_user;33;33;33;33;33;33;33;33
pos_sale_product_configurator;base.group_user;30;30;30;30;30;30;30;30
pos_self_order;base.group_user;49;98;147;147;147;147;147;147
pos_self_order_adyen;base.group_user;30;30;30;30;30;30;30;30
pos_self_order_epson_printer;base.group_user;10;20;30;30;30;30;30;30
pos_self_order_razorpay;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
pos_self_order_sale;base.group_user;10;20;30;30;30;30;30;30
pos_self_order_stripe;base.group_user;30;30;30;30;30;30;30;30
pos_six;base.group_user;0;0;0;0;0;0;0;0
pos_sms;base.group_user;1,32;2,64;3,96;5,28;6,6;6,6;6,6;6,6
pos_stripe;base.group_user;0;0;0;0;0;0;0;0
pos_viva_wallet;base.group_user;0;0;0;0;0;0;0;0
privacy_lookup;base.group_user;0;0;0;0;0;0;0;0
product;base.group_user;7,41;14,82;22,23;29,64;37,05;44,46;51,87;59,28
product_email_template;base.group_user;0;0;0;0;0;0;0;0
product_expiry;base.group_user;3;3;3;3;3;3;3;3
product_images;base.group_user;0;0;0;0;0;0;0;0
product_margin;base.group_user;0;0;0;0;0;0;0;0
product_matrix;base.group_user;3;3;3;3;3;3;3;3
product_unique_code;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project;base.group_user;3,54;7,08;10,62;14,16;17,7;17,7;17,7;17,7
project_account;base.group_user;6;12;18;24;30;30;30;30
project_hr_expense;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
project_hr_skills;base.group_user;0,468;0,936;1,404;1,872;2,34;2,34;2,34;2,34
project_mail_plugin;base.group_user;33;33;33;33;33;33;33;33
project_mrp;base.group_user;4;8;12;12;12;12;12;12
project_mrp_account;base.group_user;3,6;7,2;10,8;10,8;10,8;10,8;10,8;10,8
project_mrp_sale;base.group_user;0,4;0,8;1,2;1,2;1,2;1,2;1,2;1,2
project_mrp_stock_landed_costs;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_parent;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_purchase;base.group_user;0,9;1,8;2,7;3,6;4,5;4,5;4,5;4,5
project_purchase_stock;base.group_user;0,432;0,864;1,296;1,728;2,16;2,16;2,16;2,16
project_role;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_sale_expense;base.group_user;6,6;13,2;19,8;26,4;33;33;33;33
project_sequence;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_sms;base.group_user;0;0;0;0;0;0;0;0
project_stock;base.group_user;1,2;2,4;3,6;4,8;6;6;6;6
project_stock_account;base.group_user;2,004;4,008;6,012;8,016;10,02;10,02;10,02;10,02
project_stock_landed_costs;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_tag_hierarchy;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_tag_multicompany;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_task_default_stage;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_task_stage_state;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_timesheet_holidays;base.group_user;30;30;30;30;30;30;30;30
project_timesheet_time_control;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_todo;base.group_user;0,9;1,8;2,7;3,6;4,5;4,5;4,5;4,5
project_type;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
project_unique_code;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
purchase;base.group_user;4,92;9,84;14,76;19,68;24,6;24,6;24,6;24,6
purchase_edi_ubl_bis3;base.group_user;6,048;12,096;18,144;24,192;30,24;30,24;30,24;30,24
purchase_mrp;base.group_user;0;0;0;0;0;0;0;0
purchase_price_diff;base.group_user;0;0;0;0;0;0;0;0
purchase_product_matrix;base.group_user;6;6;6;6;6;6;6;6
purchase_repair;base.group_user;2,1;4,2;6,3;6,3;6,3;6,3;6,3;6,3
purchase_requisition;base.group_user;34,8;34,8;34,8;34,8;34,8;34,8;34,8;34,8
purchase_requisition_sale;base.group_user;30;30;30;30;30;30;30;30
purchase_requisition_stock;base.group_user;0;0;0;0;0;0;0;0
purchase_stock;base.group_user;2,4;4,8;7,2;9,6;12;12;12;12
quality_control;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
rating;base.group_user;1,5;3;4,5;6;7,5;7,5;7,5;7,5
repair;base.group_user;49;98;147;196;245;245;245;245
resource;base.group_user;0;0;0;0;0;0;0;0
resource_mail;base.group_user;2,07;4,14;6,21;8,28;10,35;12,42;14,49;16,56
sale;base.group_user;5,88;11,76;17,64;23,52;29,4;29,4;29,4;29,4
sale_async_emails;base.group_user;0;0;0;0;0;0;0;0
sale_crm;base.group_user;0;0;0;0;0;0;0;0
sale_edi_ubl;base.group_user;3,06;6,12;9,18;12,24;15,3;15,3;15,3;15,3
sale_expense;base.group_user;0;0;0;0;0;0;0;0
sale_expense_margin;base.group_user;0;0;0;0;0;0;0;0
sale_gelato;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
sale_gelato_stock;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
sale_loyalty;base.group_user;33;33;33;33;33;33;33;33
sale_loyalty_delivery;base.group_user;30;30;30;30;30;30;30;30
sale_management;base.group_user;1,5;3;4,5;6;7,5;7,5;7,5;7,5
sale_margin;base.group_user;0;0;0;0;0;0;0;0
sale_mrp;base.group_user;1,5;3;4,5;4,5;4,5;4,5;4,5;4,5
sale_mrp_margin;base.group_user;33;33;33;33;33;33;33;33
sale_pdf_quote_builder;base.group_user;49;98;147;196;245;245;245;245
sale_product_configurator;base.group_user;0;0;0;0;0;0;0;0
sale_product_matrix;base.group_user;0;0;0;0;0;0;0;0
sale_project;base.group_user;3,42;6,84;10,26;13,68;17,1;17,1;17,1;17,1
sale_project_stock;base.group_user;6,6;13,2;19,8;26,4;33;33;33;33
sale_project_stock_account;base.group_user;0,252;0,504;0,756;1,008;1,26;1,26;1,26;1,26
sale_purchase;base.group_user;0,9;1,8;2,7;3,6;4,5;4,5;4,5;4,5
sale_purchase_project;base.group_user;0,312;0,624;0,936;1,248;1,56;1,56;1,56;1,56
sale_purchase_stock;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
sale_quotation_builder;base.group_user;0;0;0;0;0;0;0;0
sale_service;base.group_user;0;0;0;0;0;0;0;0
sale_sms;base.group_user;6,6;13,2;19,8;26,4;33;33;33;33
sale_stock;base.group_user;2,4;4,8;7,2;9,6;12;12;12;12
sale_stock_margin;base.group_user;33;33;33;33;33;33;33;33
sale_subscription;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
sale_timesheet;base.group_user;9,6;9,6;9,6;9,6;9,6;9,6;9,6;9,6
sale_timesheet_margin;base.group_user;33;33;33;33;33;33;33;33
sales_team;base.group_user;0,9;1,8;2,7;3,6;4,5;4,5;4,5;4,5
sequence_choice;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
sign;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
sms;base.group_user;1,98;3,96;5,94;7,92;9,9;11,88;13,86;15,84
snailmail;base.group_user;0,3;0,6;0,9;1,2;1,5;1,8;2,1;2,4
snailmail_account;base.group_user;0,6;1,2;1,8;2,4;3;3,6;4,2;4,8
social;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
social_media;base.group_user;0;0;0;0;0;0;0;0
spreadsheet;base.group_user;0;0;0;0;0;0;0;0
spreadsheet_account;base.group_user;0,3;0,6;0,9;1,2;1,5;1,8;2,1;2,4
spreadsheet_dashboard;base.group_user;1,05;2,1;3,15;4,2;5,25;6,3;7,35;8,4
spreadsheet_dashboard_account;base.group_user;0,3;0,6;0,9;1,2;1,5;1,8;2,1;2,4
spreadsheet_dashboard_event_sale;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
spreadsheet_dashboard_hr_expense;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
spreadsheet_dashboard_hr_timesheet;base.group_user;3;3;3;3;3;3;3;3
spreadsheet_dashboard_im_livechat;base.group_user;11;22;33;33;33;33;33;33
spreadsheet_dashboard_pos_hr;base.group_user;6,6;13,2;19,8;26,4;33;33;33;33
spreadsheet_dashboard_pos_restaurant;base.group_user;0,32;0,64;0,96;0,96;0,96;0,96;0,96;0,96
spreadsheet_dashboard_purchase;base.group_user;18;18;18;18;18;18;18;18
spreadsheet_dashboard_purchase_stock;base.group_user;18;18;18;18;18;18;18;18
spreadsheet_dashboard_sale;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
spreadsheet_dashboard_sale_expense;base.group_user;0;0;0;0;0;0;0;0
spreadsheet_dashboard_sale_timesheet;base.group_user;3;3;3;3;3;3;3;3
spreadsheet_dashboard_stock_account;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
spreadsheet_dashboard_website_sale;base.group_user;6;12;18;24;30;30;30;30
spreadsheet_dashboard_website_sale_slides;base.group_user;33;33;33;33;33;33;33;33
stock;base.group_user;15,54;31,08;46,62;62,16;77,7;77,7;77,7;77,7
stock_account;base.group_user;4,26;8,52;12,78;17,04;21,3;21,3;21,3;21,3
stock_delivery;base.group_user;18;36;54;72;90;90;90;90
stock_dropshipping;base.group_user;3;3;3;3;3;3;3;3
stock_fleet;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
stock_landed_costs;base.group_user;9;9;9;9;9;9;9;9
stock_landed_costs_company;base.group_user;0;0;0;0;0;0;0;0
stock_picking_batch;base.group_user;16,8;16,8;16,8;16,8;16,8;16,8;16,8;16,8
stock_sms;base.group_user;0;0;0;0;0;0;0;0
survey;base.group_user;6,7;13,4;20,1;20,1;20,1;20,1;20,1;20,1
test_access_rights;base.group_user;30;30;30;30;30;30;30;30
test_action_bindings;base.group_user;30;30;30;30;30;30;30;30
test_apikeys;base.group_user;30;30;30;30;30;30;30;30
test_assetsbundle;base.group_user;30;30;30;30;30;30;30;30
test_auth_custom;base.group_user;30;30;30;30;30;30;30;30
test_base_automation;base.group_user;33;33;33;33;33;33;33;33
test_base_import;base.group_user;180;180;180;180;180;180;180;180
test_convert;base.group_user;30;30;30;30;30;30;30;30
test_converter;base.group_user;30;30;30;30;30;30;30;30
test_crm_full;base.group_user;33;33;33;33;33;33;33;33
test_data_module;base.group_user;30;30;30;30;30;30;30;30
test_data_module_install;base.group_user;30;30;30;30;30;30;30;30
test_discuss_full;base.group_user;33;33;33;33;33;33;33;33
test_event_full;base.group_user;33;33;33;33;33;33;33;33
test_exceptions;base.group_user;30;30;30;30;30;30;30;30
test_hr_contract_calendar;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
test_html_field_history;base.group_user;30;30;30;30;30;30;30;30
test_http;base.group_user;30;30;30;30;30;30;30;30
test_impex;base.group_user;180;180;180;180;180;180;180;180
test_import_export;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
test_inherit;base.group_user;30;30;30;30;30;30;30;30
test_inherit_depends;base.group_user;30;30;30;30;30;30;30;30
test_inherits;base.group_user;30;30;30;30;30;30;30;30
test_inherits_depends;base.group_user;30;30;30;30;30;30;30;30
test_limits;base.group_user;30;30;30;30;30;30;30;30
test_lint;base.group_user;30;30;30;30;30;30;30;30
test_mail;base.group_user;33;33;33;33;33;33;33;33
test_mail_full;base.group_user;33;33;33;33;33;33;33;33
test_mail_sms;base.group_user;33;33;33;33;33;33;33;33
test_main_flows;base.group_user;30;30;30;30;30;30;30;30
test_mass_mailing;base.group_user;33;33;33;33;33;33;33;33
test_mimetypes;base.group_user;30;30;30;30;30;30;30;30
test_new_api;base.group_user;30;30;30;30;30;30;30;30
test_performance;base.group_user;30;30;30;30;30;30;30;30
test_populate;base.group_user;180;180;180;180;180;180;180;180
test_read_group;base.group_user;30;30;30;30;30;30;30;30
test_resource;base.group_user;33;33;33;33;33;33;33;33
test_rpc;base.group_user;30;30;30;30;30;30;30;30
test_sale_product_configurators;base.group_user;33;33;33;33;33;33;33;33
test_sale_purchase_edi_ubl;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
test_search_panel;base.group_user;30;30;30;30;30;30;30;30
test_spreadsheet;base.group_user;30;30;30;30;30;30;30;30
test_testing_utilities;base.group_user;30;30;30;30;30;30;30;30
test_translation_import;base.group_user;30;30;30;30;30;30;30;30
test_uninstall;base.group_user;30;30;30;30;30;30;30;30
test_website;base.group_user;33;33;33;33;33;33;33;33
test_website_modules;base.group_user;33;33;33;33;33;33;33;33
test_website_slides_full;base.group_user;33;33;33;33;33;33;33;33
test_xlsx_export;base.group_user;48;48;48;48;48;48;48;48
theme_default;base.group_user;33;33;33;33;33;33;33;33
timesheet_grid;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
transifex;base.group_user;0;0;0;0;0;0;0;0
uom;base.group_user;0;0;0;0;0;0;0;0
utm;base.group_user;0;0;0;0;0;0;0;0
web;base.group_user;0;0;0;0;0;0;0;0
web_editor;base.group_user;0;0;0;0;0;0;0;0
web_hierarchy;base.group_user;12;24;36;48;60;60;60;60
web_kanban_gauge;base.group_user;0;0;0;0;0;0;0;0
web_studio;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
web_tour;base.group_user;0;0;0;0;0;0;0;0
web_unsplash;base.group_user;0,003;0,006;0,009;0,012;0,015;0,018;0,021;0,024
website;base.group_user;7,02;14,04;21,06;28,08;35,1;35,1;35,1;35,1
website_blog;base.group_user;4,8;4,8;4,8;4,8;4,8;4,8;4,8;4,8
website_cf_turnstile;base.group_user;30;30;30;30;30;30;30;30
website_crm;base.group_user;0;0;0;0;0;0;0;0
website_crm_iap_reveal;base.group_user;0;0;0;0;0;0;0;0
website_crm_livechat;base.group_user;0;0;0;0;0;0;0;0
website_crm_partner_assign;base.group_user;30;30;30;30;30;30;30;30
website_crm_sms;base.group_user;1;2;3;3;3;3;3;3
website_customer;base.group_user;33;33;33;33;33;33;33;33
website_event;base.group_user;12,42;24,84;37,26;49,68;62,1;62,1;62,1;62,1
website_event_booth;base.group_user;33;33;33;33;33;33;33;33
website_event_booth_exhibitor;base.group_user;0;0;0;0;0;0;0;0
website_event_booth_sale;base.group_user;33;33;33;33;33;33;33;33
website_event_booth_sale_exhibitor;base.group_user;0;0;0;0;0;0;0;0
website_event_crm;base.group_user;11;22;33;33;33;33;33;33
website_event_crm_questions;base.group_user;0;0;0;0;0;0;0;0
website_event_exhibitor;base.group_user;96;96;96;96;96;96;96;96
website_event_jitsi;base.group_user;33;33;33;33;33;33;33;33
website_event_meet;base.group_user;30;30;30;30;30;30;30;30
website_event_meet_quiz;base.group_user;33;33;33;33;33;33;33;33
website_event_questions;base.group_user;0;0;0;0;0;0;0;0
website_event_sale;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
website_event_track;base.group_user;3;3;3;3;3;3;3;3
website_event_track_live;base.group_user;0;0;0;0;0;0;0;0
website_event_track_live_quiz;base.group_user;33;33;33;33;33;33;33;33
website_event_track_quiz;base.group_user;0;0;0;0;0;0;0;0
website_form_project;base.group_user;0;0;0;0;0;0;0;0
website_forum;base.group_user;9;9;9;9;9;9;9;9
website_google_map;base.group_user;3;3;3;3;3;3;3;3
website_hr_recruitment;base.group_user;1;2;3;3;3;3;3;3
website_jitsi;base.group_user;0;0;0;0;0;0;0;0
website_links;base.group_user;1;2;3;3;3;3;3;3
website_livechat;base.group_user;20;40;60;60;60;60;60;60
website_mail;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
website_mail_group;base.group_user;33;33;33;33;33;33;33;33
website_mass_mailing;base.group_user;1;2;3;3;3;3;3;3
website_mass_mailing_sms;base.group_user;11;22;33;33;33;33;33;33
website_membership;base.group_user;3;3;3;3;3;3;3;3
website_partner;base.group_user;0;0;0;0;0;0;0;0
website_payment;base.group_user;0,9;1,8;2,7;3,6;4,5;4,5;4,5;4,5
website_payment_authorize;base.group_user;33;33;33;33;33;33;33;33
website_payment_paypal;base.group_user;180;180;180;180;180;180;180;180
website_profile;base.group_user;0;0;0;0;0;0;0;0
website_project;base.group_user;18,6;37,2;55,8;74,4;93;93;93;93
website_sale;base.group_user;5,64;11,28;16,92;22,56;28,2;28,2;28,2;28,2
website_sale_autocomplete;base.group_user;0;0;0;0;0;0;0;0
website_sale_collect;base.group_user;111;111;111;111;111;111;111;111
website_sale_comparison;base.group_user;3;3;3;3;3;3;3;3
website_sale_comparison_wishlist;base.group_user;33;33;33;33;33;33;33;33
website_sale_delivery;base.group_user;0;0;0;0;0;0;0;0
website_sale_delivery_mondialrelay;base.group_user;0;0;0;0;0;0;0;0
website_sale_digital;base.group_user;0;0;0;0;0;0;0;0
website_sale_gelato;base.group_user;1000;1000;1000;1000;1000;1000;1000;1000
website_sale_loyalty;base.group_user;0;0;0;0;0;0;0;0
website_sale_loyalty_delivery;base.group_user;0;0;0;0;0;0;0;0
website_sale_mass_mailing;base.group_user;2,34;4,68;7,02;7,02;7,02;7,02;7,02;7,02
website_sale_mondialrelay;base.group_user;36;36;36;36;36;36;36;36
website_sale_picking;base.group_user;30;30;30;30;30;30;30;30
website_sale_product_configurator;base.group_user;33;33;33;33;33;33;33;33
website_sale_slides;base.group_user;51;51;51;51;51;51;51;51
website_sale_stock;base.group_user;0;0;0;0;0;0;0;0
website_sale_stock_product_configurator;base.group_user;0;0;0;0;0;0;0;0
website_sale_stock_wishlist;base.group_user;0;0;0;0;0;0;0;0
website_sale_wishlist;base.group_user;3;3;3;3;3;3;3;3
website_slides;base.group_user;2;4;6;6;6;6;6;6
website_slides_forum;base.group_user;48;48;48;48;48;48;48;48
website_slides_survey;base.group_user;11,6;23,2;34,8;34,8;34,8;34,8;34,8;34,8
website_sms;base.group_user;0,6;1,2;1,8;2,4;3;3;3;3
website_twitter;base.group_user;33;33;33;33;33;33;33;33
